Date,Region,Total_State_Infections,XFG.1.1,XFZ,XFG.6,XFG.23.1.3,XFG.2.5.1,XFG,XFG.14.1,XFC,PQ.2.8.1,PQ.2.1.6,PQ.17.11,PQ.17,NB.1.8.1,LF.7.9,LF.7,KP.3.1.1,BA.3.2,XFY,XFG.10.4,RV.1,Other,JN.1,NW.1,XFV,PA.1,LP.8.1,BA.2,B.1.1.529,XFG.1,XBB.1.16,XDV.1,XEC.4,XEC,LF.7.7.1,JN.1.16.1,KP.3,XEQ,BQ.1,MC.28.1,MC.10.1,LF.7.7.2,MC.1,LB.1.3.1,HV.1,XEK,MC.19,KS.1,LF.7.2.1,JN.1.16,LB.1,KV.2,KP.2,KP.1.1,KP.2.3,KP.1.1.3,JN.1.18.6,LP.1,JN.1.7,JN.1.11.1,LF.3.1,JN.1.13,KP.4.1,JN.1.18,KQ.1,KP.2.15,KP.1.2,KW.1.1,BA.2.86,XBB.1.5.68,JN.1.4.3,JN.1.32,JN.1.13.1,EG.5,BA.1.1,XDP,JN.1.8.1,XBB.1.16.1,GE.1,FL.1.5.1,BQ.1.1,XBB.2.3,XBB.1.16.6,XBB.1.16.17,JG.3,JF.1,JD.1.1,HK.3,EG.5.1.8,BA.5.2.6,BA.5,XBB.1.9.1,XBB.1.5,XBB.1.16.15,XBB.1.16.11,XBB,XBB.1.9.2,XBB.1.5.72,XBB.1.5.70,HF.1,GK.1.1,EG.6.1,XBB.1.5.59,CH.1.1,XBB.2.3.8,XBB.1.5.10,XBB.1.42.2,GK.2,FE.1.1,FD.1.1,EU.1.1,BA.2.12.1,XBB.1.5.1,FD.2,BN.1,BF.7,BA.2.75,BA.4.6,BA.2.75.2,BF.11,BA.4,B.1.617.2
2023-01-27,SD,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,673,0,0,0,0,0,0,0,0,7,202,0,434,0,0,51,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,13,39,38,4,10,3,0,0,0
2023-01-28,SD,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,652,0,0,0,0,0,0,0,0,7,194,0,459,0,0,51,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,14,38,36,4,10,3,0,0,0
2023-01-29,SD,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,632,0,0,0,0,0,0,0,0,7,187,0,485,0,0,51,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,15,37,34,4,9,3,0,0,0
2023-01-30,SD,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,39,2,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,613,0,0,0,0,0,0,0,0,7,179,0,510,0,0,52,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,16,35,33,4,9,3,0,0,0
2023-01-31,SD,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,593,0,0,0,0,0,0,0,0,7,172,0,535,0,0,52,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,17,34,31,4,8,3,0,0,0
2023-02-01,SD,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,574,0,0,0,0,0,0,0,0,6,165,0,560,0,0,52,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,18,33,30,4,8,3,0,0,0
2023-02-02,SD,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,44,3,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,555,0,0,0,0,0,0,0,0,6,158,0,584,0,0,52,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,19,31,28,3,7,3,0,0,0
2023-02-03,SD,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,46,3,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,537,0,0,0,0,0,0,0,0,6,151,0,608,0,0,52,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,20,30,27,3,7,3,0,0,0
2023-02-04,SD,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,47,3,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,518,0,0,0,0,0,0,0,0,6,144,0,632,0,0,52,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,21,29,25,3,6,3,0,0,0
2023-02-05,SD,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,501,0,0,0,0,0,0,0,0,5,138,0,657,0,0,53,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,22,27,24,3,6,3,0,0,0
2023-02-06,SD,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,51,4,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,484,0,0,0,0,0,0,0,0,5,131,0,682,0,0,53,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,23,26,22,3,6,3,0,0,0
2023-02-07,SD,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,52,4,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,467,0,0,0,0,0,0,0,0,5,125,0,707,0,0,53,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,24,25,21,3,5,3,0,0,0
2023-02-08,SD,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,54,4,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,451,0,0,0,0,0,0,0,0,5,118,0,732,0,0,53,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,25,24,20,2,5,3,0,0,0
2023-02-09,SD,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,434,0,0,0,0,0,0,0,0,5,112,0,756,0,0,54,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,25,23,18,2,4,3,0,0,0
2023-02-10,SD,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,57,4,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,417,0,0,0,0,0,0,0,0,4,106,0,780,0,0,54,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,26,21,17,2,4,3,0,0,0
2023-02-11,SD,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,59,4,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,401,0,0,0,0,0,0,0,0,4,100,0,804,0,0,54,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,27,20,16,2,3,3,0,0,0
2023-02-12,SD,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,4,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,382,0,0,0,0,0,0,0,0,4,93,0,823,0,0,54,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,28,19,14,2,3,3,0,0,0
2023-02-13,SD,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,61,5,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,364,0,0,0,0,0,0,0,0,4,86,0,841,0,0,54,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,29,18,13,2,3,3,0,0,0
2023-02-14,SD,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,62,5,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,346,0,0,0,0,0,0,0,0,4,80,0,858,0,0,54,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,29,17,11,1,2,3,0,0,0
2023-02-15,SD,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,63,5,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,328,0,0,0,0,0,0,0,0,3,73,0,876,0,0,54,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,30,15,10,1,2,3,0,0,0
2023-02-16,SD,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,64,5,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,311,0,0,0,0,0,0,0,0,3,67,0,892,0,0,54,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,30,14,9,1,1,3,0,0,0
2023-02-17,SD,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,65,5,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,294,0,0,0,0,0,0,0,0,3,61,0,908,0,0,54,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,31,13,8,1,1,3,0,0,0
2023-02-18,SD,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,65,5,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,273,0,0,0,0,0,0,0,0,3,54,12,910,0,0,53,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,8,31,12,6,1,1,3,0,0,0
2023-02-19,SD,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,63,5,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,261,0,0,0,0,0,0,0,0,3,51,12,904,0,0,51,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,8,30,11,6,1,0,0,0,0,0
2023-02-20,SD,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,5,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,249,0,0,0,0,0,0,0,0,3,49,12,895,0,0,50,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,8,29,11,6,1,0,0,0,0,0
2023-02-21,SD,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,57,5,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,237,0,0,0,0,0,0,0,0,3,46,12,887,0,0,49,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,8,28,10,6,1,0,0,0,0,0
2023-02-22,SD,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,54,4,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,225,0,0,0,0,0,0,0,0,3,43,12,877,0,0,48,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,8,27,9,5,1,0,0,0,0,0
2023-02-23,SD,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,52,4,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,214,0,0,0,0,0,0,0,0,3,41,12,867,0,0,47,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,7,26,9,5,1,0,0,0,0,0
2023-02-24,SD,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,203,0,0,0,0,0,0,0,0,2,39,12,856,0,0,46,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,7,24,8,5,1,0,0,0,0,0
2023-02-25,SD,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,192,0,0,0,0,0,0,0,0,2,36,12,845,0,0,44,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,7,23,8,5,1,0,0,0,0,0
2023-02-26,SD,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,182,0,0,0,0,0,0,0,0,2,34,12,837,0,0,43,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,7,22,8,5,1,0,0,0,0,0
2023-02-27,SD,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,173,0,0,0,0,0,0,0,0,2,32,12,828,0,0,42,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,7,22,7,4,1,0,0,0,0,0
2023-02-28,SD,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40,4,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,164,0,0,0,0,0,0,0,0,2,30,12,818,0,0,41,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,7,21,7,4,1,0,0,0,0,0
2023-03-01,SD,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,155,0,0,0,0,0,0,0,0,2,28,12,808,0,0,40,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,7,20,6,4,1,0,0,0,0,0
2023-03-02,SD,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,146,0,0,0,0,0,0,0,0,2,26,12,798,0,0,39,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,7,19,6,4,1,0,0,0,0,0
2023-03-03,SD,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,138,0,0,0,0,0,0,0,0,2,24,12,787,0,0,38,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,7,18,5,4,1,0,0,0,0,0
2023-03-04,SD,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,129,0,0,0,0,0,0,0,0,2,23,12,776,0,0,37,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,7,17,5,4,1,0,0,0,0,0
2023-03-05,SD,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,122,0,0,0,0,0,0,0,0,2,21,12,770,0,0,37,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,7,16,5,3,1,0,0,0,0,0
2023-03-06,SD,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,116,0,0,0,0,0,0,0,0,2,20,12,765,0,0,36,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,16,4,3,1,0,0,0,0,0
2023-03-07,SD,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,109,0,0,0,0,0,0,0,0,2,18,12,759,0,0,35,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,15,4,3,1,0,0,0,0,0
2023-03-08,SD,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,102,0,0,0,0,0,0,0,0,2,17,12,752,0,0,34,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,15,4,3,1,0,0,0,0,0
2023-03-09,SD,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,96,0,0,0,0,0,0,0,0,2,16,12,745,0,0,34,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,14,4,3,1,0,0,0,0,0
2023-03-10,SD,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,2,14,12,738,0,0,33,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,13,3,3,1,0,0,0,0,0
2023-03-11,SD,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,84,0,0,0,0,0,0,0,0,2,13,12,731,0,0,32,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,13,3,3,1,0,0,0,0,0
2023-03-12,SD,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,79,0,0,0,0,0,0,0,0,2,12,12,733,0,0,32,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,12,3,3,1,0,0,0,0,0
2023-03-13,SD,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,2,11,12,735,0,0,32,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,12,3,3,1,0,0,0,0,0
2023-03-14,SD,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,0,2,10,12,737,0,0,31,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,11,2,3,1,0,0,0,0,0
2023-03-15,SD,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,66,0,0,0,0,0,0,0,0,2,9,12,738,0,0,31,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,11,2,2,1,0,0,0,0,0
2023-03-16,SD,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,61,0,0,0,0,0,0,0,0,2,8,12,740,0,0,31,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,2,2,1,0,0,0,0,0
2023-03-17,SD,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,57,0,0,0,0,0,0,0,0,2,7,12,741,0,0,31,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,2,2,1,0,0,0,0,0
2023-03-18,SD,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,2,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,52,1,0,0,0,0,0,0,0,2,6,12,738,0,0,30,1,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,7,10,2,2,1,0,0,0,0,0
