Date,Region,Total_State_Infections,SW.2,XFG,PQ.2.8.1,LF.7.9,XFG.6,XFG.1.1,RW.1.1,RV.1,XFJ,Other,NB.1.8.1,PQ.2.1.6,XFZ,XFG.2.5.1,XFG.14.1,PQ.17,LF.7,XFG.23.1.3,XFV,JN.1,XBB.1.5,XFG.1,XFC,XFY,NW.1,LP.8.1,XDV.1,XEC,JN.1.16.1,JN.1.16,LF.7.7.2,KP.3,KP.1.1.3,KP.3.1.1,PA.1,MC.19,LF.7.7.1,LB.1.3.1,XEQ,XEK,LF.7.2.1,MC.1,XEC.4,MC.28.1,MC.10.1,KP.2.3,LB.1,KP.2,KS.1,KP.2.15,JN.1.11.1,LF.3.1,KP.1.1,LP.1,JN.1.8.1,JN.1.7,JN.1.18.6,JN.1.18,JN.1.32,KW.1.1,KQ.1,KP.1.2,JN.1.4.3,B.1.1.529,KP.4.1,JN.1.13.1,KV.2,BA.2.86,XDP,HV.1,XBB.1.9.1,JG.3,JF.1,JD.1.1,HK.3,GK.1.1,GE.1,EG.5,XBB.2.3,XBB.1.9.2,XBB.1.5.70,XBB.1.16.6,XBB.1.16.15,XBB.1.16.11,XBB.1.16,XBB,HF.1,FL.1.5.1,XBB.1.5.72,EG.5.1.8,CH.1.1,BA.2,XBB.1.42.2,XBB.1.5.59,XBB.1.5.10,XBB.1.16.1,FD.1.1,EU.1.1,EG.6.1,BA.5,XBB.2.3.8,XBB.1.5.68,GK.2,FE.1.1,BQ.1,FD.2,BA.2.12.1,XBB.1.5.1,BQ.1.1,BN.1,BA.2.75,BF.7,BA.2.75.2,BF.11,BA.5.2.6,BA.4.6,BA.4,BA.1.1,B.1.617.2,XFG.10.4,XBB.1.16.17,RK.1,RF.5.4,PQ.17.11,JN.1.13,BA.3.2
2023-04-16,AK,1334,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,39,0,0,0,0,0,0,3,17,28,0,0,0,0,29,28,0,0,0,0,42,1,0,2,1,13,0,2,0,3,0,2,0,0,5,21,1,23,31,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-17,AK,1267,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,39,0,0,0,0,0,0,3,17,27,0,0,0,0,32,26,0,0,0,0,39,1,0,2,1,13,0,2,0,2,0,2,0,0,5,19,1,22,29,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-18,AK,1200,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,39,0,0,0,0,0,0,3,18,26,0,0,0,0,34,25,0,0,0,0,36,1,0,3,1,14,0,2,0,2,0,2,0,0,5,18,1,21,27,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-19,AK,1133,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,39,0,0,0,0,0,0,3,18,25,0,0,0,0,35,24,0,0,0,0,34,1,0,3,1,14,0,2,0,2,0,2,0,0,4,17,1,20,25,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-20,AK,1066,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,38,0,0,0,0,0,0,3,19,23,0,0,0,0,37,23,0,0,0,0,31,1,0,3,2,14,0,2,0,2,0,2,0,0,4,15,1,18,23,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-21,AK,999,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,37,0,0,0,0,0,0,3,19,22,0,0,0,0,37,22,0,0,0,0,29,1,0,3,2,14,0,2,0,2,0,2,0,0,4,14,1,17,21,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-22,AK,932,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,36,0,0,0,0,0,0,3,18,21,0,0,0,0,38,20,0,0,0,0,26,1,0,4,2,13,0,2,0,2,0,2,0,0,3,13,1,16,19,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-23,AK,1033,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,42,0,0,0,0,0,0,4,22,23,0,0,0,0,45,23,0,0,0,0,29,1,0,4,2,16,0,3,0,2,0,2,0,0,3,14,1,17,21,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-24,AK,1133,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,48,0,0,0,0,0,0,4,25,26,0,0,0,0,53,25,0,0,0,0,31,1,0,5,2,18,0,3,0,3,0,2,0,0,4,15,1,19,22,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25,AK,1234,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,54,0,0,0,0,0,0,5,29,28,0,0,0,0,62,28,0,0,0,0,33,1,0,6,3,21,0,3,0,3,0,3,0,0,4,16,1,21,24,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-26,AK,1335,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,61,0,0,0,0,0,0,5,33,31,0,0,0,0,71,30,0,0,0,0,35,2,0,7,3,23,0,4,0,3,0,3,0,0,4,17,1,22,25,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-27,AK,1436,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,68,0,0,0,0,0,0,6,37,33,0,0,0,0,81,33,0,0,0,0,37,2,0,9,4,26,0,4,0,4,0,3,0,0,4,18,1,24,26,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-28,AK,1537,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,75,0,0,0,0,0,0,7,41,36,0,0,0,0,91,35,0,0,0,0,39,2,0,10,4,29,0,5,0,4,0,3,0,0,4,19,1,25,27,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-29,AK,1638,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,82,0,0,0,0,0,0,8,46,38,0,0,0,0,102,38,0,0,0,0,41,2,0,11,5,33,0,6,0,5,0,4,0,0,4,19,2,27,28,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-30,AK,1700,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,88,0,0,0,0,0,0,8,50,40,0,0,0,0,111,40,0,0,0,0,42,2,0,12,5,35,0,6,0,5,0,4,0,0,4,20,2,28,28,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-01,AK,1762,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,94,0,0,0,0,0,0,9,54,42,0,0,0,0,121,41,0,0,0,0,42,2,0,13,6,38,0,7,0,5,0,4,0,0,4,20,2,29,28,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-02,AK,1824,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,101,0,0,0,0,0,0,10,58,43,0,0,0,0,131,43,0,0,0,0,43,3,0,15,6,41,0,7,0,6,0,4,0,0,4,20,2,30,29,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-03,AK,1886,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,107,0,0,0,0,0,0,11,62,45,0,0,0,0,141,45,0,0,0,0,43,3,0,16,7,43,0,8,0,6,0,4,0,0,4,20,2,30,29,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-04,AK,1948,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,114,0,0,0,0,0,0,11,66,47,0,0,0,0,152,47,0,0,0,0,44,3,0,17,7,46,0,8,0,6,0,5,0,0,4,20,2,31,29,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-05,AK,2010,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,121,0,0,0,0,0,0,12,71,49,0,0,0,0,163,49,0,0,0,0,44,3,0,19,8,49,0,9,0,7,0,5,0,0,4,20,2,32,29,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-06,AK,2072,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,128,0,0,0,0,0,0,13,76,51,0,0,0,0,175,50,0,0,0,0,44,3,0,20,8,52,0,9,0,7,0,5,0,0,4,20,2,33,28,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-07,AK,2027,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,128,0,0,0,0,0,0,13,76,50,0,0,0,0,177,50,0,0,0,0,42,3,0,21,8,53,0,10,0,7,0,5,0,0,4,19,2,32,27,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-08,AK,1982,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,129,0,0,0,0,0,0,13,77,49,0,0,0,0,180,49,0,0,0,0,40,3,0,21,9,53,0,10,0,7,0,5,0,0,4,18,2,31,25,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-09,AK,1937,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,129,0,0,0,0,0,0,13,78,48,0,0,0,0,182,48,0,0,0,0,39,3,0,21,9,54,0,10,0,7,0,5,0,0,3,17,2,30,24,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-10,AK,1892,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,129,0,0,0,0,0,0,13,78,48,0,0,0,0,183,47,0,0,0,0,37,3,0,22,9,54,0,10,0,7,0,5,0,0,3,16,2,30,22,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-11,AK,1847,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,129,0,0,0,0,0,0,13,78,47,0,0,0,0,185,47,0,0,0,0,35,3,0,22,9,54,0,10,0,7,0,5,0,0,3,15,2,29,21,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-12,AK,1802,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,129,0,0,0,0,0,0,13,79,46,0,0,0,0,186,46,0,0,0,0,33,3,0,22,9,54,0,10,0,7,0,5,0,0,2,14,2,28,19,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-13,AK,1757,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,127,0,0,0,0,0,0,13,78,44,4,0,0,4,185,44,0,0,2,0,31,3,9,22,9,53,0,10,2,7,0,4,0,0,2,13,2,27,18,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-14,AK,1656,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,121,0,0,0,0,0,0,14,75,43,4,0,0,4,177,44,0,0,2,0,29,3,8,21,9,51,0,10,2,6,0,4,0,0,2,13,2,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-15,AK,1554,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,115,0,0,0,0,0,0,14,72,41,4,0,0,4,169,43,0,0,2,0,27,3,8,19,9,49,0,9,2,6,0,4,0,0,2,12,2,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-16,AK,1452,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,108,0,0,0,0,0,0,14,68,39,4,0,0,4,160,42,0,0,2,0,25,3,7,17,9,47,0,9,2,6,0,4,0,0,2,11,2,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-17,AK,1351,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,102,0,0,0,0,0,0,14,64,36,4,0,0,4,151,41,0,0,2,0,23,3,7,16,8,44,0,8,2,6,0,3,0,0,2,10,2,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-18,AK,1249,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,95,0,0,0,0,0,0,14,60,34,3,0,0,4,141,39,0,0,2,0,21,3,6,15,8,41,0,8,2,5,0,3,0,0,2,9,2,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-19,AK,1147,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,88,0,0,0,0,0,0,13,56,32,3,0,0,4,131,38,0,0,2,0,19,3,5,13,8,39,0,8,2,5,0,3,0,0,2,9,2,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-20,AK,1046,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,81,0,0,0,0,0,0,13,52,29,3,0,0,4,121,36,0,0,2,0,17,2,5,12,7,36,0,7,2,5,0,3,0,0,2,8,2,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-21,AK,1068,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,84,0,0,0,0,0,0,14,54,31,3,0,0,4,125,38,0,0,2,0,18,2,5,12,8,37,0,7,2,5,0,3,0,0,2,8,2,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-22,AK,1090,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,86,0,0,0,0,0,0,15,56,32,3,0,0,4,130,40,0,0,3,0,18,3,5,12,8,38,0,8,2,5,0,3,0,0,2,8,2,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-23,AK,1112,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,89,0,0,0,0,0,0,16,58,33,3,0,0,4,134,42,0,0,3,0,18,3,5,12,9,40,0,8,2,5,0,3,0,0,2,8,2,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-24,AK,1134,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,91,0,0,0,0,0,0,17,60,34,3,0,0,4,138,44,0,0,3,0,18,3,5,12,9,41,0,8,2,6,0,3,0,0,2,8,2,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-25,AK,1156,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,94,0,0,0,0,0,0,18,62,35,3,0,0,5,143,46,0,0,3,0,18,3,5,12,10,43,0,9,2,6,0,3,0,0,2,8,2,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-26,AK,1178,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,97,0,0,0,0,0,0,19,64,36,3,0,0,5,147,49,0,0,3,0,18,3,5,12,10,44,0,9,3,6,0,3,0,0,3,9,2,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27,AK,1200,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,99,0,0,0,0,0,0,21,67,37,4,0,0,5,152,51,0,0,4,0,19,3,5,12,11,46,0,9,3,6,0,3,0,0,3,9,2,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28,AK,1167,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,97,0,0,0,0,0,0,21,66,37,3,0,0,5,149,51,0,0,4,0,18,3,5,11,11,45,0,9,3,6,0,3,0,0,3,8,2,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29,AK,1135,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,96,0,0,0,0,0,0,21,65,36,3,0,0,5,147,51,0,0,4,0,17,3,5,10,11,44,0,9,3,6,0,3,0,0,3,8,2,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-30,AK,1103,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,94,0,0,0,0,0,0,21,64,35,3,0,0,5,144,51,0,0,4,0,17,3,4,10,11,44,0,9,3,6,0,3,0,0,3,8,2,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-31,AK,1070,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,92,0,0,0,0,0,0,21,63,35,3,0,0,5,142,51,0,0,4,0,16,3,4,9,11,43,0,9,3,6,0,3,0,0,3,8,2,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-01,AK,1038,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,90,0,0,0,0,0,0,21,62,34,3,0,0,5,139,51,0,0,4,0,15,3,4,9,11,42,0,9,3,6,0,3,0,0,3,7,2,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-02,AK,1005,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,88,0,0,0,0,0,0,21,61,34,3,0,0,5,136,50,0,0,4,0,15,3,4,8,11,41,0,9,3,6,0,3,0,0,3,7,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-03,AK,973,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,86,0,0,0,0,0,0,21,59,33,3,0,0,5,133,50,0,0,4,0,14,3,4,8,11,41,0,9,3,6,0,3,0,0,3,7,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
