Date,Region,Total_State_Infections,BA.4,BA.2.75.2,BF.7,B.1.617.2,BA.5.2.6,BA.1.1,BA.2.75,BQ.1.1,BA.2.12.1,BA.4.6,BF.11,BN.1,BQ.1,EU.1.1,FD.2,XBB.1.16.17,XBB.1.5.1,FE.1.1,XBB.1.5.59,FD.1.1,XBB.1.5.10,XBB.1.5.72,XBB.1.42.2,EG.6.1,XBB.2.3.8,XBB.1.16.1,XBB.1.5.68,CH.1.1,XBB.1.9.2,GK.2,XBB.1.5.70,HF.1,GK.1.1,XBB.1.16.11,XBB.1.9.1,XBB.2.3,EG.5.1.8,XBB.1.16.6,FL.1.5.1,HK.3,JD.1.1,JG.3,EG.5,JF.1,GE.1,XBB,BA.2.86,KV.2,JN.1.13,XDP,JN.1.4.3,JN.1.8.1,KQ.1,KP.1.2,XBB.1.16.15,KP.4.1,HV.1,KW.1.1,JN.1.32,JN.1.13.1,LF.3.1,KP.2.15,JN.1.11.1,LP.1,JN.1.18.6,LB.1,KP.2,KP.1.1,MC.19,JN.1.16,KP.1.1.3,KS.1,MC.28.1,XEK,XEQ,LB.1.3.1,JN.1.18,KP.2.3,LF.7.2.1,XEC.4,MC.10.1,LF.7.7.1,LF.7.7.2,JN.1.16.1,XBB.1.16,XBB.1.5,BA.2,BA.5,PA.1,XDV.1,B.1.1.529,JN.1.7,LP.8.1,XFG.1,JN.1,KP.3,KP.3.1.1,MC.1,XEC,XFV,NW.1,PQ.17.11,XFC,XFY,Other,PQ.2.1.6,BA.3.2,LF.7.9,PQ.17,XFG.23.1.3,XFG.2.5.1,XFZ,LF.7,XFG.10.4,XFG.14.1,XFG.6,RV.1,XFG,NB.1.8.1,PQ.2.8.1,XFG.1.1
2023-04-29,MN,2934,0,0,0,1,2,1,1,42,1,1,2,3,15,3,9,0,73,6,5,2,11,3,0,0,0,31,21,24,53,0,2,0,0,3,101,30,0,2,0,4,0,0,5,0,1,132,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2244,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-30,MN,2904,0,0,0,1,2,1,1,40,1,1,2,3,14,3,9,0,72,6,5,2,11,3,0,0,0,32,21,23,54,0,2,0,0,3,102,31,0,2,0,4,0,0,5,0,1,131,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2212,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-01,MN,2874,0,0,0,1,2,1,1,38,1,1,2,3,14,3,9,0,71,6,6,1,11,3,0,0,0,33,22,23,55,0,3,0,0,3,102,32,0,2,0,4,0,0,5,0,1,130,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2180,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-02,MN,2845,0,0,0,1,2,1,1,36,1,1,2,3,13,3,9,0,71,7,6,1,11,3,0,0,0,34,23,23,56,0,3,0,0,3,103,33,0,2,0,4,0,0,5,0,1,129,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2148,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-03,MN,2815,0,0,0,1,2,1,2,35,1,1,2,3,12,3,9,0,70,7,6,1,11,3,0,0,0,36,23,23,57,0,3,0,0,3,103,34,0,2,0,4,0,0,5,0,1,129,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2116,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-04,MN,2785,0,0,0,1,2,1,2,33,1,1,2,3,11,3,9,0,69,7,6,1,11,3,0,0,0,37,24,23,58,0,3,0,0,3,104,34,0,2,0,4,0,0,6,0,1,128,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2085,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-05,MN,2756,0,0,0,1,2,1,2,31,1,1,2,3,10,3,9,0,68,7,7,1,10,3,0,0,0,38,25,22,59,0,3,0,0,3,104,35,0,3,0,4,0,0,6,0,1,127,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2054,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-06,MN,2726,0,0,0,1,2,1,2,29,1,1,2,3,9,3,9,0,67,7,7,1,10,3,0,0,0,39,25,22,59,0,3,0,0,3,104,36,0,3,0,4,0,0,6,0,1,126,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2022,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-07,MN,2628,0,0,0,1,1,1,2,27,1,1,2,2,8,3,9,0,64,7,7,1,10,3,0,0,0,39,25,21,59,0,3,0,0,3,102,36,0,3,0,4,0,0,6,0,1,122,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1941,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-08,MN,2530,0,0,0,1,1,1,2,25,1,1,2,2,7,3,8,0,62,7,7,1,10,3,0,0,0,38,25,21,58,0,3,0,0,3,100,36,0,3,0,4,0,0,6,0,1,118,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1860,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-09,MN,2432,0,0,0,1,1,1,1,22,1,1,2,2,6,2,8,0,59,6,7,1,9,3,0,0,0,38,25,20,57,0,3,0,0,3,97,35,0,3,0,4,0,0,6,0,1,114,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1780,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-10,MN,2334,0,0,0,1,1,1,1,20,1,1,2,2,5,2,8,0,56,6,7,1,9,3,0,0,0,38,25,19,56,0,3,0,0,3,94,35,0,3,0,4,0,0,6,0,1,110,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1700,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-11,MN,2235,0,0,0,1,1,1,1,18,1,1,2,2,4,2,7,0,54,6,7,1,9,3,0,0,0,37,24,18,55,0,3,0,0,3,92,35,0,3,0,4,0,0,6,0,1,106,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1622,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-12,MN,2137,0,0,0,1,1,1,1,16,1,1,2,2,4,2,7,0,51,6,7,1,8,3,0,0,0,37,24,17,53,0,3,0,0,3,89,34,0,3,0,3,0,0,6,0,1,102,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1543,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-13,MN,2039,0,0,0,1,1,1,1,15,1,1,2,2,3,2,7,0,49,6,7,1,8,4,1,1,1,36,24,17,52,0,1,0,0,3,86,33,0,1,0,3,0,0,6,0,1,97,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1466,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-14,MN,1928,0,0,0,0,0,1,1,14,1,1,2,2,3,2,6,0,46,6,6,1,8,4,1,1,1,36,23,16,50,0,2,0,0,3,84,34,0,1,0,3,0,0,6,0,1,95,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1368,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-15,MN,1817,0,0,0,0,0,1,1,12,1,1,2,1,3,2,6,0,43,5,6,1,8,4,1,1,1,36,22,15,47,0,2,0,0,3,81,35,0,2,0,3,0,0,6,0,1,92,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1272,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-16,MN,1706,0,0,0,0,0,1,1,11,1,1,2,1,2,2,5,0,40,5,5,1,8,4,1,1,1,35,21,14,45,0,3,0,0,3,78,36,0,2,0,3,0,0,6,0,1,89,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1179,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-17,MN,1595,0,0,0,0,0,1,1,10,1,1,2,1,2,2,5,0,37,5,5,1,7,4,1,1,1,35,20,13,42,0,3,0,0,3,75,36,0,2,0,3,0,0,6,0,1,85,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1087,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-18,MN,1483,0,0,0,0,0,0,1,9,1,1,1,1,2,2,4,0,34,5,4,2,7,4,1,1,1,34,20,12,39,0,3,0,0,2,72,36,0,2,0,3,0,0,6,0,1,81,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,998,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-19,MN,1372,0,0,0,0,0,0,1,8,1,0,1,1,2,2,4,0,31,5,4,2,7,4,1,1,1,32,19,11,37,0,4,0,0,2,69,35,0,2,1,2,0,0,6,0,1,77,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,910,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-20,MN,1261,0,0,0,0,0,0,1,8,1,0,1,1,2,2,4,0,29,4,4,2,7,4,1,1,1,31,17,10,34,0,4,0,0,2,65,34,0,2,1,2,0,0,6,0,1,73,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,825,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-21,MN,1248,0,0,0,0,0,0,1,7,1,0,1,1,2,3,3,0,28,4,4,2,7,5,1,2,1,32,18,10,34,0,4,0,0,2,66,36,0,3,1,2,0,0,6,0,1,74,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,805,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-22,MN,1235,0,0,0,0,0,0,1,7,1,0,1,1,2,3,3,0,28,4,3,2,7,5,1,2,1,33,18,10,34,0,5,0,0,2,67,37,0,3,1,2,0,0,6,0,1,75,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,785,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-23,MN,1221,0,0,0,0,0,0,1,7,1,0,1,1,2,3,3,0,27,4,3,2,7,5,1,2,1,34,18,10,34,0,5,0,0,2,67,39,0,3,1,2,0,0,7,0,1,76,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,765,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-24,MN,1208,0,0,0,0,0,0,1,6,1,0,1,1,2,3,3,0,27,4,3,2,7,5,1,2,2,35,18,10,34,0,6,0,0,2,68,40,0,3,1,2,0,0,7,0,1,77,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,746,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-25,MN,1195,0,0,0,0,0,0,1,6,1,0,1,1,2,3,3,0,26,4,3,2,8,5,1,2,2,35,19,10,34,0,6,0,0,2,69,42,0,3,1,2,0,0,7,0,1,77,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,727,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-26,MN,1182,0,0,0,0,0,0,0,6,1,0,1,1,2,3,3,0,26,5,3,2,8,6,1,2,2,36,19,10,34,0,6,0,0,2,70,43,0,4,1,2,0,0,7,0,1,78,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,708,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-27,MN,1168,0,0,0,0,0,0,0,6,1,0,1,1,2,3,3,0,25,5,3,2,8,6,1,2,2,37,19,10,33,0,7,0,0,2,71,45,0,4,1,2,0,0,7,0,1,79,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,689,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28,MN,1233,0,0,0,0,0,0,0,6,1,0,1,1,2,4,3,0,26,5,3,3,9,6,1,2,2,40,20,10,36,0,8,0,0,2,76,49,0,4,1,2,0,0,8,0,1,85,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,716,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29,MN,1299,0,0,0,0,0,0,0,6,1,0,1,1,2,4,3,0,28,5,3,3,9,7,1,3,2,43,22,11,38,0,8,0,0,3,82,54,0,5,1,2,0,0,9,0,1,92,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,742,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-30,MN,1364,0,0,0,0,0,0,0,6,1,1,1,1,2,5,3,0,29,6,3,3,10,8,1,3,2,47,23,11,40,0,9,0,0,3,88,58,0,5,1,3,0,0,10,0,1,98,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,767,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-31,MN,1429,0,0,0,0,0,0,0,6,1,1,2,1,2,5,3,0,30,6,3,4,11,8,2,3,3,51,25,12,42,0,10,0,0,3,94,63,0,6,2,3,0,0,10,0,1,105,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,790,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-01,MN,1494,0,0,0,0,0,0,0,6,1,1,2,2,2,5,3,0,31,6,3,4,12,9,2,4,3,54,27,13,44,0,11,0,0,3,100,69,0,6,2,3,0,0,11,0,1,112,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,812,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-02,MN,1559,0,0,0,0,0,0,0,6,2,1,2,2,2,6,3,0,32,7,3,4,13,10,2,4,3,58,28,13,47,0,12,0,0,3,107,74,0,7,2,3,0,0,12,0,2,119,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,833,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-03,MN,1624,0,0,0,0,0,0,0,6,2,1,2,2,2,6,3,0,33,7,3,5,13,11,2,4,3,62,30,14,49,0,14,0,0,4,113,80,0,8,2,3,0,0,13,0,2,126,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,853,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-04,MN,1604,0,0,0,0,0,0,0,6,2,1,2,2,2,6,3,0,33,7,3,5,14,11,2,4,3,63,30,14,49,0,14,0,0,4,114,81,0,8,2,3,0,0,13,0,2,127,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,828,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-05,MN,1585,0,0,0,0,0,0,0,5,2,1,2,2,2,7,3,0,32,7,3,5,14,11,2,4,3,64,30,13,49,0,14,0,0,4,115,83,0,8,2,3,0,0,14,0,2,128,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,803,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-06,MN,1565,0,0,0,0,0,0,0,5,2,1,2,2,2,7,2,0,31,7,3,5,14,11,2,5,4,65,30,13,48,0,15,0,0,4,115,84,0,8,2,3,0,0,14,0,2,128,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,779,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-07,MN,1546,0,0,0,0,0,0,0,5,2,1,2,2,2,7,2,0,31,7,3,5,14,12,2,5,4,65,31,13,48,0,15,0,0,4,116,85,0,9,2,3,0,0,14,0,2,129,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,755,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-08,MN,1526,0,0,0,0,0,0,0,4,2,1,2,2,2,7,2,0,30,7,3,5,14,12,2,5,4,66,31,13,48,0,16,0,0,4,116,87,0,9,2,3,0,0,14,0,2,129,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,731,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-09,MN,1507,0,0,0,0,0,0,0,4,2,1,2,2,2,7,2,0,29,7,3,5,14,12,2,5,4,67,31,13,48,0,16,0,0,4,117,88,0,9,2,3,0,0,14,0,2,130,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,708,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-10,MN,1487,0,0,0,0,0,0,0,4,2,1,2,2,2,7,2,0,29,7,3,5,15,12,2,4,4,67,31,13,47,0,16,2,0,4,117,89,0,9,2,3,0,0,15,0,2,130,1,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,685,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-11,MN,1524,0,0,0,0,0,0,0,4,0,1,2,2,2,7,2,0,29,8,3,6,15,13,2,4,4,70,31,13,49,0,17,2,0,4,122,92,0,10,3,3,0,0,17,0,2,135,1,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,690,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-12,MN,1562,0,0,0,0,0,0,0,4,0,1,2,2,2,8,2,0,30,8,3,6,16,14,2,4,4,74,32,14,52,0,17,2,0,5,126,95,0,11,3,3,0,0,21,0,2,139,1,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,694,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-13,MN,1599,0,0,0,0,0,0,0,4,0,1,2,2,2,8,2,0,30,9,3,6,16,14,3,4,4,77,32,15,54,0,17,2,0,5,130,98,0,13,4,3,0,0,24,0,3,143,1,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,698,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-14,MN,1637,0,0,0,0,0,0,0,4,0,1,2,2,2,8,3,0,30,9,3,6,17,15,3,4,5,80,33,16,56,0,17,3,1,6,135,100,0,14,4,4,0,0,27,0,3,148,1,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,701,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-15,MN,1674,0,0,0,0,0,0,0,4,0,1,2,2,2,8,3,0,31,10,3,6,18,16,3,4,5,84,33,17,59,0,17,3,1,6,139,103,0,15,5,4,0,0,30,0,3,152,1,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,703,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-16,MN,1712,0,0,0,0,0,0,0,4,0,1,2,2,2,8,3,0,31,11,3,6,19,17,4,5,5,87,33,18,61,0,17,3,1,7,144,106,0,16,5,4,0,0,34,0,4,157,1,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,705,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-17,MN,1749,0,0,0,0,0,0,0,4,0,1,2,2,2,9,3,0,32,11,3,6,19,18,4,5,5,91,34,18,63,0,18,4,1,7,149,109,0,18,6,4,0,0,38,0,4,161,1,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,706,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-18,MN,1732,0,0,0,0,0,0,0,4,0,1,2,2,2,9,3,0,31,12,3,6,19,18,4,5,5,91,33,19,64,0,17,4,1,8,149,109,0,18,6,4,0,0,40,0,4,161,1,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,684,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
